term,subject,course,section,title,capacity,dow,start,end,room,instructor
202204,COMP,1103,001,Introduction to Computers,50,Wednesday,08:30,09:50,O226,Jim Davis
202204,COMP,1103,001,Introduction to Computers,50,Friday,08:30,09:50,O226,Jim Davis
202204,COMP,1103,002,Introduction to Computers,50,Monday,11:30,12:50,T107,Jim Davis
202204,COMP,1103,002,Introduction to Computers,50,Wednesday,11:30,12:50,T107,Jim Davis
202204,COMP,1103,003,Introduction to Computers,50,Tuesday,11:30,12:50,O218,Jim Davis
202204,COMP,1103,003,Introduction to Computers,50,Thursday,11:30,12:50,O218,Jim Davis
202204,COMP,1103,501,Introduction to Computers,25,Friday,11:30,12:20,E203,Jim Davis
202204,COMP,1103,502,Introduction to Computers,25,Friday,12:30,01:20,E203,Jim Davis
202204,COMP,1103,503,Introduction to Computers,25,Friday,02:00,02:50,B162,Jim Davis
202204,COMP,1103,504,Introduction to Computers,25,Friday,03:00,03:50,B162,Jim Davis
202204,COMP,1103,505,Introduction to Computers,25,Thursday,01:30,02:20,E203,Jim Davis
202204,COMP,1103,506,Introduction to Computers,25,Thursday,02:30,03:20,E203,Jim Davis
202204,COMP,1207,001,Introduction to Digital Technologies,35,Monday,08:30,09:50,E203,Shoba Ittyipe
202204,COMP,1207,001,Introduction to Digital Technologies,35,Wednesday,08:30,09:50,E203,Shoba Ittyipe
202204,COMP,1501,001,Programming I: Introduction to Problem Solving and Programming,60,Monday,11:30,12:50,EA1024,Charlotte Curtis
202204,COMP,1501,001,Programming I: Introduction to Problem Solving and Programming,60,Wednesday,11:30,12:50,EA1024,Charlotte Curtis
202204,COMP,1501,002,Programming I: Introduction to Problem Solving and Programming,40,Monday,10:00,11:20,T137,Jordan Pratt
202204,COMP,1501,002,Programming I: Introduction to Problem Solving and Programming,40,Wednesday,10:00,11:20,T137,Jordan Pratt
202204,COMP,1501,003,Programming I: Introduction to Problem Solving and Programming,40,Monday,11:30,12:50,T133,Apoorve Chokshi
202204,COMP,1501,003,Programming I: Introduction to Problem Solving and Programming,40,Wednesday,11:30,12:50,T133,Apoorve Chokshi
202204,COMP,1501,004,Programming I: Introduction to Problem Solving and Programming,40,Monday,01:00,02:20,T131,Orestes Appel
